"","ano_campeonato","data","rodada","estadio","arbitro","publico","publico_max","time_mandante","time_visitante","tecnico_mandante","tecnico_visitante","colocacao_mandante","colocacao_visitante","valor_equipe_titular_mandante","valor_equipe_titular_visitante","idade_media_titular_mandante","idade_media_titular_visitante","gols_mandante","gols_visitante","gols_1_tempo_mandante","gols_1_tempo_visitante","escanteios_mandante","escanteios_visitante","faltas_mandante","faltas_visitante","chutes_bola_parada_mandante","chutes_bola_parada_visitante","defesas_mandante","defesas_visitante","impedimentos_mandante","impedimentos_visitante","chutes_mandante","chutes_visitante","chutes_fora_mandante","chutes_fora_visitante"
"7747",2005,"2005-07-21",13,"Estádio Municipal Anacleto Campanella","",NA,NA,"São Caetano","Paraná","","",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7748",2005,"2005-08-04",17,"Estádio Municipal Anacleto Campanella","",NA,NA,"São Caetano","Juventude","","",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7749",2005,"2005-09-10",25,"Estádio Municipal Anacleto Campanella","",NA,NA,"São Caetano","Paysandu SC","","",NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7750",2005,"2005-10-12",31,"Estádio Municipal Anacleto Campanella","",NA,NA,"São Caetano","Internacional","","",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7751",2005,"2005-11-06",37,"Estádio Municipal Anacleto Campanella","",NA,NA,"São Caetano","Vasco da Gama","","",NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7752",2005,"2005-05-08",3,"Estádio Beira-Rio","",NA,NA,"Internacional","Flamengo","","",NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7753",2005,"2005-05-29",6,"Estádio Beira-Rio","",NA,NA,"Internacional","Fortaleza","","",NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7754",2005,"2005-06-12",7,"Estádio Beira-Rio","",NA,NA,"Internacional","Atlético-MG","","",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7755",2005,"2005-10-31",35,"Estádio Beira-Rio","",NA,NA,"Internacional","Paysandu SC","","",NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7756",2005,"2005-10-20",3,"Estádio São Januário","",NA,NA,"Vasco da Gama","Botafogo","","",NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7757",2005,"2005-07-02",10,"Estádio São Januário","",NA,NA,"Vasco da Gama","Goiás EC","","",NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7758",2005,"2005-08-25",22,"Estádio São Januário","",NA,NA,"Vasco da Gama","Brasiliense-DF","","",NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7759",2005,"2005-10-27",34,"Estádio São Januário","",NA,NA,"Vasco da Gama","Santos FC","","",NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7760",2005,"2005-05-29",6,"Estádio Elmo Serejo Farias","",NA,NA,"Brasiliense-DF","Paraná","","",NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7761",2005,"2005-08-04",17,"Estádio Elmo Serejo Farias","",NA,NA,"Brasiliense-DF","Cruzeiro","","",NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7762",2005,"2005-09-07",24,"Estádio Elmo Serejo Farias","",NA,NA,"Brasiliense-DF","Atlético-MG","","",NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7763",2005,"2005-09-24",28,"Estádio Elmo Serejo Farias","",NA,NA,"Brasiliense-DF","São Caetano","","",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7764",2005,"2005-10-15",32,"Estádio Elmo Serejo Farias","",NA,NA,"Brasiliense-DF","Juventude","","",NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7765",2005,"2005-10-22",33,"Estádio Elmo Serejo Farias","",NA,NA,"Brasiliense-DF","Goiás EC","","",NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7766",2005,"2005-11-06",37,"Estádio Elmo Serejo Farias","",NA,NA,"Brasiliense-DF","Coritiba FC","","",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7767",2005,"2005-05-14",4,"Estádio Orlando Scarpelli","",NA,NA,"Figueirense FC","Internacional","","",NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7768",2005,"2005-07-21",13,"Estádio Orlando Scarpelli","",NA,NA,"Figueirense FC","Palmeiras","","",NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7769",2005,"2005-07-31",16,"Estádio Orlando Scarpelli","",NA,NA,"Figueirense FC","Fluminense","","",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7770",2005,"2005-10-06",30,"Estádio Orlando Scarpelli","",NA,NA,"Figueirense FC","Botafogo","","",NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7771",2005,"2005-11-12",38,"Estádio Orlando Scarpelli","",NA,NA,"Figueirense FC","Fortaleza","","",NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7772",2005,"2005-05-07",3,"Estádio Durival Britto e Silva","",NA,NA,"Paraná","Juventude","","",NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7773",2005,"2005-07-16",12,"Estádio Durival Britto e Silva","",NA,NA,"Paraná","Corinthians","","",NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7774",2005,"2005-07-23",14,"Estádio Durival Britto e Silva","",NA,NA,"Paraná","Atlético-PR","","",NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7775",2005,"2005-08-04",17,"Estádio Durival Britto e Silva","",NA,NA,"Paraná","Botafogo","","",NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7776",2005,"2005-11-06",37,"Estádio Durival Britto e Silva","",NA,NA,"Paraná","Paysandu SC","","",NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7777",2005,"2005-05-14",4,"Estádio Olímpico Nilton Santos","",NA,NA,"Botafogo","Atlético-MG","","",NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7778",2005,"2005-05-29",6,"Estádio Olímpico Nilton Santos","",NA,NA,"Botafogo","Atlético-PR","","",NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7779",2005,"2005-08-06",18,"Estádio Olímpico Nilton Santos","",NA,NA,"Botafogo","Paysandu SC","","",NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7780",2005,"2005-09-07",24,"Estádio Olímpico Nilton Santos","",NA,NA,"Botafogo","Vasco da Gama","","",NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7781",2005,"2005-10-23",33,"Estádio Olímpico Nilton Santos","",NA,NA,"Botafogo","Coritiba FC","","",NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7782",2005,"2005-11-12",38,"Estádio Olímpico Nilton Santos","",NA,NA,"Botafogo","Paraná","","",NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7783",2005,"2005-05-22",5,"Estádio Governador Magalhães Pinto","",NA,NA,"Cruzeiro","Palmeiras","","",NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7784",2005,"2005-07-10",11,"Estádio Governador Magalhães Pinto","",NA,NA,"Cruzeiro","Atlético-MG","","",NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7785",2005,"2005-07-22",13,"Estádio Governador Magalhães Pinto","",NA,NA,"Cruzeiro","Coritiba FC","","",NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7786",2005,"2005-10-12",19,"Estádio Governador Magalhães Pinto","",NA,NA,"Cruzeiro","Botafogo","","",NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7787",2005,"2005-09-08",24,"Estádio Governador Magalhães Pinto","",NA,NA,"Cruzeiro","Fluminense","","",NA,NA,NA,NA,NA,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7788",2005,"2005-09-22",27,"Estádio Governador Magalhães Pinto","",NA,NA,"Cruzeiro","São Paulo","","",NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7789",2005,"2005-10-01",29,"Estádio Governador Magalhães Pinto","",NA,NA,"Cruzeiro","Juventude","","",NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7790",2005,"2005-11-03",36,"Estádio Governador Magalhães Pinto","",NA,NA,"Cruzeiro","Corinthians","","",NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7791",2005,"2005-05-15",4,"Estádio Jornalista Mário Filho","",NA,NA,"Flamengo","Santos FC","","",NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7792",2005,"2005-08-21",21,"Estádio Jornalista Mário Filho","",NA,NA,"Flamengo","Paysandu SC","","",NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7793",2005,"2005-08-28",23,"Estádio Jornalista Mário Filho","",NA,NA,"Flamengo","Figueirense FC","","",NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7794",2005,"2005-09-17",26,"Estádio Jornalista Mário Filho","",NA,NA,"Flamengo","São Caetano","","",NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7795",2005,"2005-10-31",35,"Estádio Jornalista Mário Filho","",NA,NA,"Flamengo","Coritiba FC","","",NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7796",2005,"2005-05-14",4,"Estádio Governador Plácido Castelo","",NA,NA,"Fortaleza","Ponte Preta","","",NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7797",2005,"2005-05-21",5,"Estádio Governador Plácido Castelo","",NA,NA,"Fortaleza","Brasiliense-DF","","",NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7798",2005,"2005-07-03",10,"Estádio Governador Plácido Castelo","",NA,NA,"Fortaleza","Corinthians","","",NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7799",2005,"2005-07-28",15,"Estádio Governador Plácido Castelo","",NA,NA,"Fortaleza","Juventude","","",NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7800",2005,"2005-08-07",18,"Estádio Governador Plácido Castelo","",NA,NA,"Fortaleza","Flamengo","","",NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7801",2005,"2005-09-24",28,"Estádio Governador Plácido Castelo","",NA,NA,"Fortaleza","Paraná","","",NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7802",2005,"2005-06-11",7,"Estádio de Hailé Pinheiro","",NA,NA,"Goiás EC","Palmeiras","","",NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7803",2005,"2005-06-26",9,"Estádio de Hailé Pinheiro","",NA,NA,"Goiás EC","Coritiba FC","","",NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7804",2005,"2005-07-23",14,"Estádio de Hailé Pinheiro","",NA,NA,"Goiás EC","Fortaleza","","",NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7805",2005,"2005-08-14",20,"Estádio de Hailé Pinheiro","",NA,NA,"Goiás EC","Flamengo","","",NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7806",2005,"2005-05-21",5,"Estádio Alfredo Jaconi","",NA,NA,"Juventude","Paysandu SC","","",NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7807",2005,"2005-07-09",11,"Estádio Alfredo Jaconi","",NA,NA,"Juventude","Brasiliense-DF","","",NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7808",2005,"2005-10-20",14,"Estádio Alfredo Jaconi","",NA,NA,"Juventude","Figueirense FC","","",NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7809",2005,"2005-07-31",16,"Estádio Alfredo Jaconi","",NA,NA,"Juventude","São Paulo","","",NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7810",2005,"2005-09-07",24,"Estádio Alfredo Jaconi","",NA,NA,"Juventude","Paraná","","",NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7811",2005,"2005-10-22",33,"Estádio Alfredo Jaconi","",NA,NA,"Juventude","Internacional","","",NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7812",2005,"2005-10-27",34,"Estádio Alfredo Jaconi","",NA,NA,"Juventude","Flamengo","","",NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7813",2005,"2005-11-02",36,"Estádio Alfredo Jaconi","",NA,NA,"Juventude","Fortaleza","","",NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7814",2005,"2005-04-30",2,"Allianz Parque","",NA,NA,"Palmeiras","Brasiliense-DF","","",NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7815",2005,"2005-05-29",6,"Allianz Parque","",NA,NA,"Palmeiras","Santos FC","","",NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7816",2005,"2005-08-11",19,"Allianz Parque","",NA,NA,"Palmeiras","Ponte Preta","","",NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7817",2005,"2005-08-25",22,"Allianz Parque","",NA,NA,"Palmeiras","São Caetano","","",NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7818",2005,"2005-09-17",26,"Allianz Parque","",NA,NA,"Palmeiras","Cruzeiro","","",NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7819",2005,"2005-10-27",34,"Allianz Parque","",NA,NA,"Palmeiras","Figueirense FC","","",NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7820",2005,"2005-11-12",38,"Allianz Parque","",NA,NA,"Palmeiras","São Paulo","","",NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7821",2005,"2005-05-07",3,"Estádio Urbano Caldeira","",NA,NA,"Santos FC","Atlético-PR","","",NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7822",2005,"2005-07-17",12,"Estádio Urbano Caldeira","",NA,NA,"Santos FC","São Paulo","","",NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7823",2005,"2005-07-21",13,"Estádio Urbano Caldeira","",NA,NA,"Santos FC","Vasco da Gama","","",NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7824",2005,"2005-10-14",16,"Estádio Urbano Caldeira","",NA,NA,"Santos FC","Corinthians","","",NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7825",2005,"2005-08-28",23,"Estádio Urbano Caldeira","",NA,NA,"Santos FC","Coritiba FC","","",NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7826",2005,"2005-09-22",27,"Estádio Urbano Caldeira","",NA,NA,"Santos FC","Palmeiras","","",NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7827",2005,"2005-10-05",30,"Estádio Urbano Caldeira","",NA,NA,"Santos FC","São Caetano","","",NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7828",2005,"2005-04-24",1,"Estádio Jornalista Mário Filho","",NA,NA,"Fluminense","São Paulo","","",NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7829",2005,"2005-05-08",3,"Estádio Jornalista Mário Filho","",NA,NA,"Fluminense","Cruzeiro","","",NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7830",2005,"2005-05-21",5,"Estádio Jornalista Mário Filho","",NA,NA,"Fluminense","Coritiba FC","","",NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7831",2005,"2005-08-12",19,"Estádio Jornalista Mário Filho","",NA,NA,"Fluminense","Fortaleza","","",NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7832",2005,"2005-08-21",21,"Estádio Jornalista Mário Filho","",NA,NA,"Fluminense","Palmeiras","","",NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7833",2005,"2005-09-22",27,"Estádio Jornalista Mário Filho","",NA,NA,"Fluminense","Flamengo","","",NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7834",2005,"2005-11-06",37,"Estádio Jornalista Mário Filho","",NA,NA,"Fluminense","Figueirense FC","","",NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7835",2005,"2005-07-09",11,"Estádio Cícero Pompeu de Toledo","",NA,NA,"São Paulo","Flamengo","","",NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7836",2005,"2005-11-02",36,"Estádio Cícero Pompeu de Toledo","",NA,NA,"São Paulo","Atlético-MG","","",NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7837",2005,"2005-04-24",1,"Neo Química Arena","",NA,NA,"Corinthians","Juventude","","",NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7838",2005,"2005-05-22",5,"Neo Química Arena","",NA,NA,"Corinthians","Figueirense FC","","",NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7839",2005,"2005-09-11",25,"Neo Química Arena","",NA,NA,"Corinthians","Atlético-PR","","",NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7840",2005,"2005-05-01",2,"Estádio Major Antônio Couto Pereira","",NA,NA,"Coritiba FC","Santos FC","","",NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7841",2005,"2005-06-19",8,"Estádio Major Antônio Couto Pereira","",NA,NA,"Coritiba FC","Paraná","","",NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7842",2005,"2005-08-13",20,"Estádio Major Antônio Couto Pereira","",NA,NA,"Coritiba FC","São Caetano","","",NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7843",2005,"2005-08-26",22,"Estádio Major Antônio Couto Pereira","",NA,NA,"Coritiba FC","Fortaleza","","",NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7844",2005,"2005-09-25",28,"Estádio Major Antônio Couto Pereira","",NA,NA,"Coritiba FC","Vasco da Gama","","",NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7845",2005,"2005-06-12",7,"Estádio Estadual Jornalista Edgar Augusto Proença","",NA,NA,"Paysandu SC","São Paulo","","",NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7846",2005,"2005-06-26",9,"Estádio Estadual Jornalista Edgar Augusto Proença","",NA,NA,"Paysandu SC","Palmeiras","","",NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7847",2005,"2005-08-13",20,"Estádio Estadual Jornalista Edgar Augusto Proença","",NA,NA,"Paysandu SC","Atlético-PR","","",NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7848",2005,"2005-08-25",22,"Estádio Estadual Jornalista Edgar Augusto Proença","",NA,NA,"Paysandu SC","Santos FC","","",NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7849",2005,"2005-09-08",24,"Estádio Estadual Jornalista Edgar Augusto Proença","",NA,NA,"Paysandu SC","Ponte Preta","","",NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7850",2005,"2005-10-12",31,"Estádio Estadual Jornalista Edgar Augusto Proença","",NA,NA,"Paysandu SC","Coritiba FC","","",NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7851",2005,"2005-11-04",36,"Estádio Estadual Jornalista Edgar Augusto Proença","",NA,NA,"Paysandu SC","Brasiliense-DF","","",NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7852",2005,"2005-05-07",3,"Estádio Moisés Lucarelli","",NA,NA,"Ponte Preta","Paysandu SC","","",NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7853",2005,"2005-06-18",8,"Estádio Moisés Lucarelli","",NA,NA,"Ponte Preta","Goiás EC","","",NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
