"","ano_campeonato","data","rodada","estadio","arbitro","publico","publico_max","time_mandante","time_visitante","tecnico_mandante","tecnico_visitante","colocacao_mandante","colocacao_visitante","valor_equipe_titular_mandante","valor_equipe_titular_visitante","idade_media_titular_mandante","idade_media_titular_visitante","gols_mandante","gols_visitante","gols_1_tempo_mandante","gols_1_tempo_visitante","escanteios_mandante","escanteios_visitante","faltas_mandante","faltas_visitante","chutes_bola_parada_mandante","chutes_bola_parada_visitante","defesas_mandante","defesas_visitante","impedimentos_mandante","impedimentos_visitante","chutes_mandante","chutes_visitante","chutes_fora_mandante","chutes_fora_visitante"
"7640",2005,"2005-07-28",15,"Estádio Municipal Anacleto Campanella","",NA,NA,"São Caetano","Botafogo","","",NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7641",2005,"2005-08-20",21,"Estádio Municipal Anacleto Campanella","",NA,NA,"São Caetano","Cruzeiro","","",NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7642",2005,"2005-08-27",23,"Estádio Municipal Anacleto Campanella","",NA,NA,"São Caetano","Goiás EC","","",NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7643",2005,"2005-09-22",27,"Estádio Municipal Anacleto Campanella","",NA,NA,"São Caetano","Figueirense FC","","",NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7644",2005,"2005-10-30",35,"Estádio Municipal Anacleto Campanella","",NA,NA,"São Caetano","São Paulo","","",NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7645",2005,"2005-04-24",1,"Estádio Beira-Rio","",NA,NA,"Internacional","Botafogo","","",NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7646",2005,"2005-07-29",15,"Estádio Beira-Rio","",NA,NA,"Internacional","Paraná","","",NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7647",2005,"2005-08-04",17,"Estádio Beira-Rio","",NA,NA,"Internacional","Santos FC","","",NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7648",2005,"2005-08-11",19,"Estádio Beira-Rio","",NA,NA,"Internacional","Corinthians","","",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7649",2005,"2005-04-30",2,"Estádio São Januário","",NA,NA,"Vasco da Gama","Fortaleza","","",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7650",2005,"2005-09-23",27,"Estádio São Januário","",NA,NA,"Vasco da Gama","Ponte Preta","","",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7651",2005,"2005-10-02",29,"Estádio São Januário","",NA,NA,"Vasco da Gama","Palmeiras","","",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7652",2005,"2005-05-15",4,"Estádio Elmo Serejo Farias","",NA,NA,"Brasiliense-DF","Fluminense","","",NA,NA,NA,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7653",2005,"2005-07-29",15,"Estádio Elmo Serejo Farias","",NA,NA,"Brasiliense-DF","Paysandu SC","","",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7654",2005,"2005-08-07",18,"Estádio Elmo Serejo Farias","",NA,NA,"Brasiliense-DF","Internacional","","",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7655",2005,"2005-09-18",26,"Estádio Elmo Serejo Farias","",NA,NA,"Brasiliense-DF","Fortaleza","","",NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7656",2005,"2005-10-30",35,"Estádio Elmo Serejo Farias","",NA,NA,"Brasiliense-DF","Botafogo","","",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7657",2005,"2005-05-01",2,"Estádio Orlando Scarpelli","",NA,NA,"Figueirense FC","Flamengo","","",NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7658",2005,"2005-07-03",10,"Estádio Orlando Scarpelli","",NA,NA,"Figueirense FC","Cruzeiro","","",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7659",2005,"2005-07-29",15,"Estádio Orlando Scarpelli","",NA,NA,"Figueirense FC","Coritiba FC","","",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7660",2005,"2005-08-26",22,"Estádio Orlando Scarpelli","",NA,NA,"Figueirense FC","Atlético-MG","","",NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7661",2005,"2005-05-21",5,"Estádio Durival Britto e Silva","",NA,NA,"Paraná","Ponte Preta","","",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7662",2005,"2005-06-25",9,"Estádio Durival Britto e Silva","",NA,NA,"Paraná","Atlético-MG","","",NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7663",2005,"2005-08-07",18,"Estádio Durival Britto e Silva","",NA,NA,"Paraná","Santos FC","","",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7664",2005,"2005-09-11",25,"Estádio Durival Britto e Silva","",NA,NA,"Paraná","Palmeiras","","",NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7665",2005,"2005-10-28",34,"Estádio Durival Britto e Silva","",NA,NA,"Paraná","São Caetano","","",NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7666",2005,"2005-07-10",11,"Estádio Olímpico Nilton Santos","",NA,NA,"Botafogo","Fluminense","","",NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7667",2005,"2005-07-23",14,"Estádio Olímpico Nilton Santos","",NA,NA,"Botafogo","Brasiliense-DF","","",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7668",2005,"2005-10-02",29,"Estádio Olímpico Nilton Santos","",NA,NA,"Botafogo","São Paulo","","",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7669",2005,"2005-10-08",31,"Estádio Olímpico Nilton Santos","",NA,NA,"Botafogo","Palmeiras","","",NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7670",2005,"2005-11-03",36,"Estádio Olímpico Nilton Santos","",NA,NA,"Botafogo","São Caetano","","",NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7671",2005,"2005-06-11",7,"Estádio Governador Magalhães Pinto","",NA,NA,"Cruzeiro","Ponte Preta","","",NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7672",2005,"2005-11-13",38,"Estádio Governador Magalhães Pinto","",NA,NA,"Cruzeiro","Brasiliense-DF","","",NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7673",2005,"2005-04-23",1,"Estádio Jornalista Mário Filho","",NA,NA,"Flamengo","Cruzeiro","","",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7674",2005,"2005-06-18",8,"Estádio Jornalista Mário Filho","",NA,NA,"Flamengo","Atlético-PR","","",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7675",2005,"2005-07-17",12,"Estádio Jornalista Mário Filho","",NA,NA,"Flamengo","Vasco da Gama","","",NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7676",2005,"2005-08-04",17,"Estádio Jornalista Mário Filho","",NA,NA,"Flamengo","Ponte Preta","","",NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7677",2005,"2005-08-12",19,"Estádio Jornalista Mário Filho","",NA,NA,"Flamengo","Paraná","","",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7678",2005,"2005-09-09",24,"Estádio Jornalista Mário Filho","",NA,NA,"Flamengo","Internacional","","",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7679",2005,"2005-09-25",28,"Estádio Jornalista Mário Filho","",NA,NA,"Flamengo","Corinthians","","",NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7680",2005,"2005-10-12",31,"Estádio Jornalista Mário Filho","",NA,NA,"Flamengo","Atlético-MG","","",NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7681",2005,"2005-10-16",32,"Estádio Jornalista Mário Filho","",NA,NA,"Flamengo","São Paulo","","",NA,NA,NA,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7682",2005,"2005-07-21",13,"Estádio Governador Plácido Castelo","",NA,NA,"Fortaleza","Atlético-MG","","",NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7683",2005,"2005-09-22",27,"Estádio Governador Plácido Castelo","",NA,NA,"Fortaleza","Internacional","","",NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7684",2005,"2005-10-06",30,"Estádio Governador Plácido Castelo","",NA,NA,"Fortaleza","Atlético-PR","","",NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7685",2005,"2005-10-15",32,"Estádio Governador Plácido Castelo","",NA,NA,"Fortaleza","Paysandu SC","","",NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7686",2005,"2005-10-22",33,"Estádio Governador Plácido Castelo","",NA,NA,"Fortaleza","Palmeiras","","",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7687",2005,"2005-10-29",35,"Estádio Governador Plácido Castelo","",NA,NA,"Fortaleza","Goiás EC","","",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7688",2005,"2005-07-16",12,"Estádio de Hailé Pinheiro","",NA,NA,"Goiás EC","Brasiliense-DF","","",NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7689",2005,"2005-08-12",19,"Estádio de Hailé Pinheiro","",NA,NA,"Goiás EC","Juventude","","",NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7690",2005,"2005-08-25",22,"Estádio de Hailé Pinheiro","",NA,NA,"Goiás EC","Paraná","","",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7691",2005,"2005-09-10",25,"Estádio de Hailé Pinheiro","",NA,NA,"Goiás EC","Cruzeiro","","",NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7692",2005,"2005-11-03",36,"Estádio de Hailé Pinheiro","",NA,NA,"Goiás EC","Fluminense","","",NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7693",2005,"2005-05-01",2,"Estádio Alfredo Jaconi","",NA,NA,"Juventude","Atlético-PR","","",NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7694",2005,"2005-06-25",9,"Estádio Alfredo Jaconi","",NA,NA,"Juventude","Ponte Preta","","",NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7695",2005,"2005-08-07",18,"Estádio Alfredo Jaconi","",NA,NA,"Juventude","Palmeiras","","",NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7696",2005,"2005-08-25",22,"Estádio Alfredo Jaconi","",NA,NA,"Juventude","Corinthians","","",NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7697",2005,"2005-05-15",4,"Allianz Parque","",NA,NA,"Palmeiras","Paraná","","",NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7698",2005,"2005-07-17",12,"Allianz Parque","",NA,NA,"Palmeiras","Fortaleza","","",NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7699",2005,"2005-07-24",14,"Allianz Parque","",NA,NA,"Palmeiras","Atlético-MG","","",NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7700",2005,"2005-07-31",16,"Allianz Parque","",NA,NA,"Palmeiras","Atlético-PR","","",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7701",2005,"2005-09-09",24,"Allianz Parque","",NA,NA,"Palmeiras","Coritiba FC","","",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7702",2005,"2005-10-16",32,"Allianz Parque","",NA,NA,"Palmeiras","Corinthians","","",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7703",2005,"2005-06-12",7,"Estádio Urbano Caldeira","",NA,NA,"Santos FC","Fluminense","","",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7704",2005,"2005-08-12",19,"Estádio Urbano Caldeira","",NA,NA,"Santos FC","Brasiliense-DF","","",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7705",2005,"2005-10-16",32,"Estádio Urbano Caldeira","",NA,NA,"Santos FC","Goiás EC","","",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7706",2005,"2005-10-30",35,"Estádio Urbano Caldeira","",NA,NA,"Santos FC","Cruzeiro","","",NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7707",2005,"2005-07-28",15,"Estádio Jornalista Mário Filho","",NA,NA,"Fluminense","Goiás EC","","",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7708",2005,"2005-10-25",25,"Estádio Jornalista Mário Filho","",NA,NA,"Fluminense","Brasiliense-DF","","",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7709",2005,"2005-04-30",2,"Estádio Cícero Pompeu de Toledo","",NA,NA,"São Paulo","Paraná","","",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7710",2005,"2005-05-14",4,"Estádio Cícero Pompeu de Toledo","",NA,NA,"São Paulo","Coritiba FC","","",NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7711",2005,"2005-05-28",6,"Estádio Cícero Pompeu de Toledo","",NA,NA,"São Paulo","Cruzeiro","","",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7712",2005,"2005-06-19",8,"Estádio Cícero Pompeu de Toledo","",NA,NA,"São Paulo","Botafogo","","",NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7713",2005,"2005-06-25",9,"Estádio Cícero Pompeu de Toledo","",NA,NA,"São Paulo","Internacional","","",NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7714",2005,"2005-08-25",22,"Estádio Cícero Pompeu de Toledo","",NA,NA,"São Paulo","Fluminense","","",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7715",2005,"2005-10-25",24,"Estádio Cícero Pompeu de Toledo","",NA,NA,"São Paulo","Corinthians","","",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7716",2005,"2005-10-23",33,"Estádio Cícero Pompeu de Toledo","",NA,NA,"São Paulo","Santos FC","","",NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7717",2005,"2005-10-28",34,"Estádio Cícero Pompeu de Toledo","",NA,NA,"São Paulo","Brasiliense-DF","","",NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7718",2005,"2005-05-08",3,"Neo Química Arena","",NA,NA,"Corinthians","São Paulo","","",NA,NA,NA,NA,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7719",2005,"2005-08-21",21,"Neo Química Arena","",NA,NA,"Corinthians","Goiás EC","","",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7720",2005,"2005-09-23",27,"Neo Química Arena","",NA,NA,"Corinthians","Atlético-MG","","",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7721",2005,"2005-10-22",33,"Neo Química Arena","",NA,NA,"Corinthians","Paraná","","",NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7722",2005,"2005-10-30",35,"Neo Química Arena","",NA,NA,"Corinthians","Vasco da Gama","","",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7723",2005,"2005-05-08",3,"Estádio Major Antônio Couto Pereira","",NA,NA,"Coritiba FC","Palmeiras","","",NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7724",2005,"2005-05-29",6,"Estádio Major Antônio Couto Pereira","",NA,NA,"Coritiba FC","Juventude","","",NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7725",2005,"2005-07-31",16,"Estádio Major Antônio Couto Pereira","",NA,NA,"Coritiba FC","Brasiliense-DF","","",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7726",2005,"2005-08-11",19,"Estádio Major Antônio Couto Pereira","",NA,NA,"Coritiba FC","Atlético-MG","","",NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7727",2005,"2005-09-11",25,"Estádio Major Antônio Couto Pereira","",NA,NA,"Coritiba FC","São Paulo","","",NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7728",2005,"2005-10-15",32,"Estádio Major Antônio Couto Pereira","",NA,NA,"Coritiba FC","Atlético-PR","","",NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7729",2005,"2005-05-01",2,"Estádio Estadual Jornalista Edgar Augusto Proença","",NA,NA,"Paysandu SC","Fluminense","","",NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7730",2005,"2005-05-28",6,"Estádio Estadual Jornalista Edgar Augusto Proença","",NA,NA,"Paysandu SC","Goiás EC","","",NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7731",2005,"2005-07-09",11,"Estádio Estadual Jornalista Edgar Augusto Proença","",NA,NA,"Paysandu SC","Fortaleza","","",NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7732",2005,"2005-07-24",14,"Estádio Estadual Jornalista Edgar Augusto Proença","",NA,NA,"Paysandu SC","Internacional","","",NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7733",2005,"2005-07-31",16,"Estádio Moisés Lucarelli","",NA,NA,"Ponte Preta","Internacional","","",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7734",2005,"2005-09-17",26,"Estádio Moisés Lucarelli","",NA,NA,"Ponte Preta","Paraná","","",NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7735",2005,"2005-10-16",32,"Estádio Moisés Lucarelli","",NA,NA,"Ponte Preta","São Caetano","","",NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7736",2005,"2005-08-07",18,"Estádio Raimundo Sampaio","",NA,NA,"Atlético-MG","Fluminense","","",NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7737",2005,"2005-08-28",23,"Estádio Raimundo Sampaio","",NA,NA,"Atlético-MG","Ponte Preta","","",NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7738",2005,"2005-09-25",28,"Estádio Raimundo Sampaio","",NA,NA,"Atlético-MG","Internacional","","",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7739",2005,"2005-10-30",35,"Estádio Raimundo Sampaio","",NA,NA,"Atlético-MG","Palmeiras","","",NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7740",2005,"2005-11-06",37,"Estádio Raimundo Sampaio","",NA,NA,"Atlético-MG","Goiás EC","","",NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7741",2005,"2005-05-15",4,"Arena da Baixada","",NA,NA,"Atlético-PR","Corinthians","","",NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7742",2005,"2005-05-22",5,"Arena da Baixada","",NA,NA,"Atlético-PR","Internacional","","",NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7743",2005,"2005-07-10",11,"Arena da Baixada","",NA,NA,"Atlético-PR","Coritiba FC","","",NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7744",2005,"2005-08-04",17,"Arena da Baixada","",NA,NA,"Atlético-PR","Goiás EC","","",NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7745",2005,"2005-05-22",5,"Estádio Municipal Anacleto Campanella","",NA,NA,"São Caetano","Flamengo","","",NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7746",2005,"2005-06-26",9,"Estádio Municipal Anacleto Campanella","",NA,NA,"São Caetano","Santos FC","","",NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
